configuration,episode_id,scenario_type,planner_seed,recovery_days,recovered,total_cost,service_cov,mean_service,air_expedites,air_expedite_noops,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count
planner_weekly_h14,62,compound,42,109.0,True,501861.58408936585,0.267881637884368,0.9223457578632933,2,0,116,2,2,0,0,0
planner_weekly_h14,63,single,42,0.0,True,381485.9463978978,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,64,dual,42,69.0,True,631077.3144949258,0.5011857113717968,0.8622423729971059,3,0,109,0,3,8,0,0
planner_weekly_h14,65,compound,42,0.0,True,451880.23858958663,0.0,1.0,2,0,106,0,2,12,0,0
planner_weekly_h14,66,single,42,0.0,True,361446.42872260057,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,67,dual,42,70.0,True,590095.7247730928,0.4128164719888455,0.8998036316408415,2,0,108,0,2,10,0,0
planner_weekly_h14,68,compound,42,82.0,True,669172.5087371554,0.4425802137736799,0.8666075668554027,4,0,115,1,4,0,0,0
planner_weekly_h14,69,single,42,0.0,True,383029.0738676682,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,70,dual,42,0.0,True,307214.15777025616,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,71,compound,42,96.0,True,530303.9131346318,0.2276815527018861,0.9450142089273499,3,0,117,0,3,0,0,0
planner_weekly_h14,72,single,42,0.0,True,389423.29619734146,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,73,dual,42,0.0,True,378205.8439368196,0.0,1.0,0,0,107,0,0,13,0,0
planner_weekly_h14,74,compound,42,110.0,False,452786.1233218016,0.03671848716705314,0.9964953326749914,3,0,107,0,3,10,0,0
planner_weekly_h14,75,single,42,0.0,True,354033.02876500797,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,76,dual,42,83.0,True,618044.5374977038,0.4189769231044828,0.88005406715475,1,0,107,2,1,10,0,0
planner_weekly_h14,77,compound,42,0.0,True,412450.57926012896,0.0,1.0,3,0,117,0,3,0,0,0
planner_weekly_h14,78,single,42,0.0,True,366959.20389469207,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,79,dual,42,108.0,True,354444.72098945954,0.05386779116904262,0.9949135756742573,0,0,107,0,0,13,0,0
planner_weekly_h14,80,compound,42,109.0,True,518942.84023342724,0.26408625879681574,0.9295970077014157,3,0,116,1,3,0,0,0
planner_weekly_h14,81,single,42,0.0,True,414465.0979097785,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,82,dual,42,0.0,True,455131.6403526477,0.0,1.0,3,0,117,0,3,0,0,0
planner_weekly_h14,83,compound,42,100.0,True,596559.5811862502,0.40447558325886923,0.8600919782154595,5,0,115,0,5,0,0,0
planner_weekly_h14,84,single,42,103.0,True,512524.601405574,0.2226574427462142,0.9507470349127743,0,0,105,2,0,13,0,0
planner_weekly_h14,85,dual,42,97.0,True,620489.5264106716,0.4360251027910527,0.8519776310271264,1,0,107,2,1,10,0,0
planner_weekly_h14,86,compound,42,53.0,True,510523.9124295582,0.37684097493127194,0.93519574821435,4,0,116,0,4,0,0,0
planner_weekly_h14,87,single,42,0.0,True,341397.7589490199,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,88,dual,42,0.0,True,372109.46802635945,0.0,1.0,0,0,106,0,0,14,0,0
planner_weekly_h14,89,compound,42,81.0,True,458191.6437663628,0.2377745139492648,0.9574401260220394,4,0,116,0,4,0,0,0
planner_weekly_h14,90,single,42,0.0,True,348144.51299611013,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,91,dual,42,110.0,False,699406.1093538014,0.3342372778569489,0.8901328730182815,2,0,105,2,2,11,0,0
planner_weekly_h14,92,compound,42,35.0,True,557018.5063904487,0.5378514861919306,0.9235225634665418,3,0,117,0,3,0,0,0
planner_weekly_h14,93,single,42,0.0,True,428256.2593271037,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,94,dual,42,0.0,True,373862.91247661016,0.0,1.0,0,0,119,1,0,0,0,0
planner_weekly_h14,95,compound,42,0.0,True,462300.02153499366,0.0,1.0,3,0,106,0,3,11,0,0
planner_weekly_h14,96,single,42,0.0,True,373502.60068051296,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,97,dual,42,0.0,True,426701.9993365437,0.0,1.0,0,0,107,1,0,12,0,0
planner_weekly_h14,98,compound,42,34.0,True,446421.41991218575,0.06131550871072698,0.9960398960972061,4,0,116,0,4,0,0,0
planner_weekly_h14,99,single,42,0.0,True,375097.1473063478,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,100,dual,42,104.0,True,403818.54611687944,0.12177801149950243,0.9843524971466643,0,0,107,2,0,11,0,0
planner_weekly_h14,101,compound,42,107.0,True,677639.058649406,0.42867355569071613,0.8348074253437945,4,0,115,1,4,0,0,0
planner_weekly_h14,102,single,42,0.0,True,326763.64960782655,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,103,dual,42,0.0,True,320684.8244401521,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,104,compound,42,99.0,True,408839.9457806084,0.1017232477639488,0.9898321289839738,0,0,108,2,0,10,0,0
planner_weekly_h14,105,single,42,0.0,True,372041.9091710677,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,106,dual,42,89.0,True,477604.7656053481,0.20550576931668385,0.9644536294975379,3,0,106,0,3,11,0,0
planner_weekly_h14,107,compound,42,0.0,True,394909.91676653345,0.0,1.0,3,0,117,0,3,0,0,0
planner_weekly_h14,108,single,42,0.0,True,293546.48233901395,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,109,dual,42,0.0,True,452042.54255787504,0.0,1.0,0,0,104,2,0,14,0,0
planner_weekly_h14,110,compound,42,102.0,True,575164.1127899974,0.27683674568051153,0.9297468451209181,4,0,116,0,4,0,0,0
planner_weekly_h14,111,single,42,0.0,True,382011.2393014327,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,112,dual,42,0.0,True,370197.2754732619,0.0,1.0,0,0,108,0,0,12,0,0
planner_weekly_h14,113,compound,42,0.0,True,355284.23844948644,0.0,1.0,0,0,108,0,0,12,0,0
planner_weekly_h14,114,single,42,76.0,True,398666.77294632123,0.12965732619701545,0.986297249588657,0,0,107,0,0,13,0,0
planner_weekly_h14,115,dual,42,77.0,True,502876.40905502887,0.2405025126069817,0.9589191839685652,3,0,107,0,3,10,0,0
planner_weekly_h14,116,compound,42,36.0,True,446972.4737424948,0.3572117408076002,0.9611459472533389,3,0,117,0,3,0,0,0
planner_weekly_h14,117,single,42,0.0,True,367350.6092773071,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,118,dual,42,110.0,False,624301.4796500844,0.35143912746989553,0.8808905023593381,3,0,107,0,3,10,0,0
planner_weekly_h14,119,compound,42,100.0,True,584997.3937702093,0.3303582740957368,0.8982476762228141,4,0,115,1,4,0,0,0
planner_weekly_h14,120,single,42,0.0,True,378568.016478957,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,121,dual,42,0.0,True,413114.7614529866,0.0,1.0,2,0,107,0,2,11,0,0
planner_weekly_h14,122,compound,42,108.0,True,564199.8752592407,0.296117565891594,0.9144878290100856,3,0,116,1,3,0,0,0
planner_weekly_h14,123,single,42,0.0,True,406915.85437698715,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,124,dual,42,83.0,True,586474.9464369656,0.43974522845435227,0.8717683537750237,1,0,108,2,1,9,0,0
planner_weekly_h14,125,compound,42,90.0,True,513137.0943336384,0.08725966976159409,0.9925015786549739,3,0,107,0,3,10,0,0
planner_weekly_h14,126,single,42,0.0,True,350580.4776965405,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,127,dual,42,0.0,True,383638.9547223692,0.0,1.0,0,0,106,0,0,14,0,0
planner_weekly_h14,128,compound,42,0.0,True,399625.5819310235,0.0,1.0,3,0,117,0,3,0,0,0
planner_weekly_h14,129,single,42,75.0,True,394406.01587125316,0.12047525543968449,0.9884439801665218,0,0,104,0,0,16,0,0
planner_weekly_h14,130,dual,42,68.0,True,477432.3469569876,0.2516664573484375,0.9606346751747935,2,0,107,0,2,11,0,0
planner_weekly_h14,131,compound,42,0.0,True,423711.73148925696,0.0,1.0,3,0,117,0,3,0,0,0
planner_weekly_h14,132,single,42,0.0,True,379137.3233779715,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,133,dual,42,97.0,True,468059.05586912343,0.2671043523646633,0.9318746669743968,2,0,109,0,2,9,0,0
planner_weekly_h14,134,compound,42,36.0,True,470722.14146101405,0.1739426279109184,0.9887159605988127,4,0,116,0,4,0,0,0
planner_weekly_h14,135,single,42,0.0,True,404293.6440335546,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,136,dual,42,35.0,True,566934.9728641957,0.3517891684085089,0.9643232417186577,3,0,117,0,3,0,0,0
planner_weekly_h14,137,compound,42,0.0,True,428920.9013864172,0.0,1.0,3,0,117,0,3,0,0,0
planner_weekly_h14,138,single,42,0.0,True,333015.80819978885,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,139,dual,42,106.0,True,399939.13576988014,0.1816481676656033,0.9606301856317429,2,0,116,2,2,0,0,0
planner_weekly_h14,140,compound,42,101.0,True,432500.8280122303,0.1303118529456035,0.9804837085708883,5,0,115,0,5,0,0,0
planner_weekly_h14,141,single,42,0.0,True,387369.4540731728,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,142,dual,42,0.0,True,376769.19609873916,0.0,1.0,0,0,105,0,0,15,0,0
planner_weekly_h14,143,compound,42,94.0,True,607113.9319686833,0.37942930924217527,0.8876122179752862,4,0,115,1,4,0,0,0
planner_weekly_h14,144,single,42,110.0,False,408068.4749073086,0.03520880626793895,0.9966389427910126,0,0,106,0,0,14,0,0
planner_weekly_h14,145,dual,42,75.0,True,543943.3284785779,0.4501633819137738,0.8783807922277507,1,0,108,2,1,9,0,0
planner_weekly_h14,146,compound,42,108.0,True,551245.2426848597,0.1943203217264159,0.9586320756945633,4,0,116,0,4,0,0,0
planner_weekly_h14,147,single,42,96.0,True,388253.8154406747,0.12989226868167597,0.9796792613960419,0,0,105,0,0,15,0,0
planner_weekly_h14,148,dual,42,108.0,True,594926.0339910968,0.3269610674677837,0.8995128692409375,2,0,105,2,2,11,0,0
planner_weekly_h14,149,compound,42,0.0,True,370630.5827792666,0.0,1.0,2,0,118,0,2,0,0,0
planner_weekly_h14,150,single,42,110.0,False,468424.1768410707,0.3090415081673519,0.9050017957757333,0,0,108,1,0,11,0,0
planner_weekly_h14,151,dual,42,97.0,True,583178.7774839528,0.3043545340706096,0.9153957950109964,2,0,107,2,2,9,0,0
planner_weekly_h14,152,compound,42,108.0,True,628337.6392654786,0.36852435342080864,0.8680683756455342,4,0,115,1,4,0,0,0
planner_weekly_h14,153,single,42,0.0,True,331811.86494220654,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,154,dual,42,0.0,True,391821.55514274107,0.0,1.0,0,0,104,1,0,15,0,0
planner_weekly_h14,155,compound,42,110.0,False,607467.2856289902,0.39281053271850047,0.8508902067561142,4,0,115,1,4,0,0,0
planner_weekly_h14,156,single,42,44.0,True,437230.85152565496,0.24408481572168836,0.9755518710057577,0,0,107,0,0,13,0,0
planner_weekly_h14,157,dual,42,0.0,True,383012.3978215455,0.0,1.0,0,0,105,0,0,15,0,0
planner_weekly_h14,158,compound,42,0.0,True,464757.4419317299,0.0,1.0,3,0,117,0,3,0,0,0
planner_weekly_h14,159,single,42,0.0,True,419230.0039360908,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,160,dual,42,0.0,True,339219.2317132721,0.0,1.0,0,0,119,1,0,0,0,0
planner_weekly_h14,161,compound,42,81.0,True,612258.1307846231,0.43981997467988826,0.8771890966415006,4,0,115,1,4,0,0,0
planner_weekly_h14,162,single,42,0.0,True,357405.4124515174,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,163,dual,42,0.0,True,386818.63740913925,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,164,compound,42,106.0,True,467978.5100851516,0.21651597572394868,0.9469489684206099,3,0,116,1,3,0,0,0
planner_weekly_h14,165,single,42,106.0,True,555100.8414965897,0.2722260381534182,0.9243134195993105,0,0,107,2,0,11,0,0
planner_weekly_h14,166,dual,42,109.0,True,780560.4656685082,0.4220536079657425,0.8395032653943809,2,0,108,1,2,9,0,0
planner_weekly_h14,167,compound,42,38.0,True,469722.521439302,0.1700256645455768,0.9885264711486225,5,0,115,0,5,0,0,0
planner_weekly_h14,168,single,42,0.0,True,367941.4889447143,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,169,dual,42,0.0,True,404317.95334055455,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,170,compound,42,55.0,True,522075.3007043632,0.36652669376787167,0.9347306962386202,4,0,116,0,4,0,0,0
planner_weekly_h14,171,single,42,110.0,False,417262.06216017954,0.2098541964965074,0.9525601844723457,0,0,109,0,0,11,0,0
planner_weekly_h14,172,dual,42,105.0,True,417519.1956983357,0.09897441685614672,0.9873426251491891,0,0,110,0,0,10,0,0
planner_weekly_h14,173,compound,42,80.0,True,512376.1101842967,0.16529251622546792,0.9725390006833344,4,0,116,0,4,0,0,0
planner_weekly_h14,174,single,42,0.0,True,381036.9605317182,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,175,dual,42,0.0,True,308204.88821743045,0.0,1.0,0,0,106,0,0,14,0,0
planner_weekly_h14,176,compound,42,82.0,True,558173.7052210794,0.31193494363199675,0.928210622658818,3,0,116,1,3,0,0,0
planner_weekly_h14,177,single,42,0.0,True,397114.6114932156,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,178,dual,42,108.0,True,461493.2693145637,0.12868584912093228,0.9805634721341315,3,0,117,0,3,0,0,0
planner_weekly_h14,179,compound,42,110.0,False,484748.8157014488,0.25007540439585213,0.9346840883524397,4,0,115,1,4,0,0,0
planner_weekly_h14,180,single,42,0.0,True,349709.7064261981,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,181,dual,42,0.0,True,386379.8170565444,0.0,1.0,0,0,107,0,0,13,0,0
planner_weekly_h14,182,compound,42,80.0,True,421889.5324162166,0.11627760988067803,0.9848175133730253,4,0,116,0,4,0,0,0
planner_weekly_h14,183,single,42,86.0,True,438377.9615817918,0.30718565469179165,0.9246843628771976,0,0,109,0,0,11,0,0
planner_weekly_h14,184,dual,42,73.0,True,453088.57920654013,0.15162153539844087,0.9803333093087248,4,0,116,0,4,0,0,0
planner_weekly_h14,185,compound,42,95.0,True,544565.9516280323,0.29386063250380334,0.9183324711305366,3,0,116,1,3,0,0,0
planner_weekly_h14,186,single,42,0.0,True,358773.9325079385,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,187,dual,42,104.0,True,458054.38361392234,0.22128190800050712,0.948038996371908,2,0,107,2,2,9,0,0
planner_weekly_h14,188,compound,42,62.0,True,520452.94820289523,0.2751293653465605,0.954948452036414,4,0,106,0,4,10,0,0
planner_weekly_h14,189,single,42,0.0,True,430552.3221545474,0.0,1.0,0,0,105,0,0,15,0,0
planner_weekly_h14,190,dual,42,103.0,True,598298.959409415,0.3603143273493443,0.8865037654517518,1,0,107,2,1,10,0,0
planner_weekly_h14,191,compound,42,108.0,True,505867.0728070052,0.16249965047238168,0.9684822994595972,4,0,116,0,4,0,0,0
planner_weekly_h14,192,single,42,0.0,True,330515.0129895087,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,193,dual,42,0.0,True,439106.22567666264,0.0,1.0,0,0,107,0,0,13,0,0
planner_weekly_h14,194,compound,42,56.0,True,545023.9273021632,0.35326888602891193,0.9407397959690488,4,0,106,0,4,10,0,0
planner_weekly_h14,195,single,42,106.0,True,519124.29753677774,0.30446660760593663,0.9092810961849045,0,0,110,0,0,10,0,0
planner_weekly_h14,196,dual,42,110.0,False,422203.5728626884,0.17626358281821716,0.9672907346924418,0,0,107,2,0,11,0,0
planner_weekly_h14,197,compound,42,35.0,True,394646.4382044404,0.073857831508589,0.996020156413934,4,0,116,0,4,0,0,0
planner_weekly_h14,198,single,42,0.0,True,330999.16107774543,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,199,dual,42,110.0,False,573086.8530369101,0.42593506932255837,0.8350126831839442,2,0,116,2,2,0,0,0
planner_weekly_h14,0,single,43,0.0,True,332563.0591712982,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,1,dual,43,83.0,True,474447.5228640451,0.21940736169496122,0.9611537901010015,3,0,117,0,3,0,0,0
planner_weekly_h14,2,compound,43,0.0,True,400070.2588827663,0.0,1.0,4,0,116,0,4,0,0,0
planner_weekly_h14,3,single,43,0.0,True,345729.9334943593,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,4,dual,43,110.0,False,553656.6951286502,0.25295889824866763,0.9306863947837275,2,0,107,0,2,11,0,0
planner_weekly_h14,5,compound,43,68.0,True,616830.8425124128,0.4751267724691424,0.8750017399998922,5,0,115,0,5,0,0,0
planner_weekly_h14,6,single,43,0.0,True,390295.1960526101,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,7,dual,43,61.0,True,530573.9258128217,0.3201788629940428,0.9419879797417624,4,0,116,0,4,0,0,0
planner_weekly_h14,8,compound,43,80.0,True,542955.9735522862,0.4373132972630658,0.878789892181185,2,0,116,2,2,0,0,0
planner_weekly_h14,9,single,43,44.0,True,365717.0476484513,0.20694040611744308,0.9827419826642537,0,0,106,0,0,14,0,0
planner_weekly_h14,10,dual,43,109.0,True,601989.5398063121,0.362763283579028,0.8792601059672709,1,0,106,2,1,11,0,0
planner_weekly_h14,11,compound,43,0.0,True,471152.55786044366,0.0,1.0,3,0,117,0,3,0,0,0
planner_weekly_h14,12,single,43,0.0,True,385168.25190326007,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,13,dual,43,97.0,True,579617.7829739692,0.2498197191401216,0.938696926629197,3,0,108,0,3,9,0,0
planner_weekly_h14,14,compound,43,110.0,False,457276.8348276886,0.1430726126482992,0.9743543871091165,4,0,115,1,4,0,0,0
planner_weekly_h14,15,single,43,0.0,True,331926.0948761814,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,16,dual,43,0.0,True,387219.444204829,0.0,1.0,0,0,106,0,0,14,0,0
planner_weekly_h14,17,compound,43,74.0,True,584853.0750696218,0.44247184214026025,0.882004579503281,4,0,116,0,4,0,0,0
planner_weekly_h14,18,single,43,0.0,True,353253.97989165876,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,19,dual,43,0.0,True,412000.7454933121,0.0,1.0,3,0,117,0,3,0,0,0
planner_weekly_h14,20,compound,43,59.0,True,657783.59388209,0.5364210591349557,0.871091443924913,4,0,116,0,4,0,0,0
planner_weekly_h14,21,single,43,76.0,True,531925.9723634962,0.33141398375351844,0.9260850745047132,0,0,106,2,0,12,0,0
planner_weekly_h14,22,dual,43,0.0,True,372216.81532826065,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,23,compound,43,108.0,True,478505.85745888227,0.22347485073029777,0.9487616265895487,5,0,115,0,5,0,0,0
planner_weekly_h14,24,single,43,0.0,True,335530.25950484816,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,25,dual,43,0.0,True,371505.1133555024,0.0,1.0,0,0,106,0,0,14,0,0
planner_weekly_h14,26,compound,43,0.0,True,423196.22751438606,0.0,1.0,2,0,106,0,2,12,0,0
planner_weekly_h14,27,single,43,0.0,True,352769.9531272985,0.0,1.0,0,0,120,0,0,0,0,0
planner_weekly_h14,28,dual,43,0.0,True,362660.38585539814,0.0,1.0,0,0,106,0,0,14,0,0
planner_weekly_h14,29,compound,43,105.0,True,526452.9816169617,0.2791117925215569,0.9268404628695955,3,0,116,1,3,0,0,0
planner_weekly_h14,30,single,43,0.0,True,415301.99613157427,0.0,1.0,0,0,104,0,0,16,0,0
planner_weekly_h14,31,dual,43,0.0,True,378132.50847841526,0.0,1.0,1,0,106,0,1,13,0,0
