analysis,regime,configuration,episode_id,scenario_type,lpi,total_severity,planner_seed,total_cost,service_cov,air_expedites,recovery_0.90,recovery_0.95,recovery_0.98
tail_severity,random_3_of_4,planner_daily,71,compound,2.575405,13,mean,1534078.613910952,0.6036668136836674,29.2,,30.6,
tail_severity,random_3_of_4,planner_daily,72,compound,2.575405,13,mean,1205388.4873369876,0.33066939864600514,15.2,,110.0,
tail_severity,random_3_of_4,planner_daily,73,compound,2.814935,14,mean,1563048.3554586663,0.5145473550899783,25.4,,34.0,
tail_severity,random_3_of_4,planner_daily,74,compound,2.6,15,mean,1348026.1447535877,0.16330756050242246,24.2,,32.0,
tail_severity,random_3_of_4,planner_daily,75,compound,2.5805249999999997,15,mean,1193029.592912793,0.4197540922114227,29.8,,31.0,
tail_severity,random_3_of_4,planner_daily,76,compound,2.526313,13,mean,1443901.3580813506,0.3892262132333103,24.6,,32.0,
tail_severity,random_3_of_4,planner_daily,77,compound,2.6,14,mean,1456844.4194054885,0.2768817997948279,23.0,,29.0,
tail_severity,random_3_of_4,planner_daily,78,compound,2.585645,13,mean,1579754.5024928313,0.03411780156911254,22.6,,33.0,
tail_severity,random_3_of_4,planner_daily,79,compound,2.575405,15,mean,1521693.2397070979,0.4515495724430371,28.0,,34.0,
tail_severity,random_3_of_4,planner_daily,80,compound,2.5805249999999997,12,mean,1586634.5307159654,0.2596967127885722,26.2,,38.0,
tail_severity,random_3_of_4,planner_daily,81,compound,2.6,12,mean,1441701.1283719707,0.4385536683508785,21.6,,32.0,
tail_severity,random_3_of_4,planner_daily,82,compound,2.5805249999999997,13,mean,1444856.2571535732,0.6906766006862478,35.0,,29.0,
tail_severity,random_3_of_4,planner_daily,83,compound,2.585645,15,mean,1362572.580806429,0.4135039065152813,20.8,,32.8,
tail_severity,random_3_of_4,planner_daily,84,compound,2.5805249999999997,13,mean,1685015.8462966785,0.5903371183882995,29.6,,29.0,
tail_severity,random_3_of_4,planner_daily,85,compound,2.5805249999999997,15,mean,1401078.0894228092,0.44745125049395246,23.2,,36.0,
tail_severity,random_3_of_4,planner_daily,86,compound,2.5805249999999997,13,mean,1547790.2378467456,0.4957294405144463,28.6,,30.0,
tail_severity,random_3_of_4,planner_daily,87,compound,2.5805249999999997,13,mean,1269519.5677915134,0.36344720758634225,26.4,,30.2,
tail_severity,random_3_of_4,planner_daily,88,compound,2.814935,13,mean,1087541.653175523,0.35068229516935423,15.2,,110.0,
tail_severity,random_3_of_4,planner_daily,89,compound,2.585645,13,mean,1627333.6288294496,0.18192515231603343,22.0,,33.0,
tail_severity,random_3_of_4,planner_daily,90,compound,2.575405,14,mean,1536100.847222065,0.38016931291232714,22.8,,32.0,
tail_severity,random_3_of_4,planner_daily,91,compound,2.814935,15,mean,1341005.0747372895,0.38911862582106893,30.6,,30.0,
tail_severity,random_3_of_4,planner_daily,92,compound,2.526313,15,mean,1457221.1457542055,0.6969345176791739,33.0,,30.2,
tail_severity,random_3_of_4,planner_daily,93,compound,2.5805249999999997,13,mean,1364546.786934629,0.2514468198299738,18.6,,32.0,
tail_severity,random_3_of_4,planner_daily,94,compound,2.585645,14,mean,1656629.0989763502,0.33791236843702127,22.4,,35.0,
tail_severity,random_3_of_4,planner_daily,95,compound,2.814935,13,mean,1640399.9374644929,0.47904018649198987,28.6,,30.0,
tail_severity,random_3_of_4,planner_daily,96,compound,2.814935,13,mean,1539121.6743005197,0.2971746406198391,27.6,,30.0,
tail_severity,random_3_of_4,planner_daily,97,compound,2.585645,15,mean,1103714.4495541882,0.04906337902091689,24.2,,32.0,
tail_severity,random_3_of_4,planner_daily,98,compound,2.5805249999999997,13,mean,1425433.547657548,0.0,23.6,,0.0,
tail_severity,random_3_of_4,planner_daily,99,compound,2.5805249999999997,14,mean,1167644.2272849637,0.23113415967283482,24.6,,32.8,
tail_severity,random_3_of_4,planner_daily,100,compound,2.585645,15,mean,1522904.0399512346,0.5686168740244628,29.0,,36.0,
tail_severity,random_3_of_4,planner_daily,101,compound,2.585645,13,mean,1129056.922040293,0.2940936190890868,15.8,,78.4,
tail_severity,random_3_of_4,planner_daily,102,compound,2.585645,14,mean,1582064.270288775,0.6263314664131453,24.0,,30.0,
tail_severity,random_3_of_4,planner_daily,103,compound,2.6,14,mean,1641645.0009285682,0.5141072714945812,24.6,,27.0,
tail_severity,random_3_of_4,planner_daily,104,compound,2.5805249999999997,14,mean,1375779.3092956927,0.0,22.6,,0.0,
tail_severity,random_3_of_4,planner_daily,105,compound,2.585645,13,mean,1652819.7089404084,0.40475093864180833,26.2,,34.8,
tail_severity,random_3_of_4,planner_daily,106,compound,2.575405,14,mean,1533392.4102677018,0.25130737159454547,27.8,,30.8,
tail_severity,random_3_of_4,planner_daily,107,compound,2.5805249999999997,13,mean,1479081.9700785703,0.5654305789045985,30.0,,28.0,
tail_severity,random_3_of_4,planner_daily,108,compound,2.526313,13,mean,1488667.565284126,0.0,22.0,,0.0,
tail_severity,random_3_of_4,planner_daily,109,compound,2.575405,13,mean,1604600.127956909,0.3676040466987669,25.6,,33.0,
tail_severity,random_3_of_4,planner_daily,110,compound,2.5805249999999997,14,mean,1586495.4490677572,0.4388090210100353,25.2,,32.0,
tail_severity,random_3_of_4,planner_daily,111,compound,2.575405,15,mean,1500616.6981803407,0.4835157923132581,26.0,,28.0,
tail_severity,random_3_of_4,planner_daily,112,compound,2.5,14,mean,1372654.0038008937,0.4028978309619961,27.6,,30.0,
tail_severity,random_3_of_4,planner_daily,113,compound,2.814935,14,mean,1134253.1519049795,0.2761166825165275,17.8,,32.6,
tail_severity,random_3_of_4,planner_daily,114,compound,2.526313,15,mean,1255806.3523091346,0.43287952966802046,28.6,,34.0,
tail_severity,random_3_of_4,planner_daily,115,compound,2.5805249999999997,13,mean,1545834.1469694837,0.32197438020796226,22.4,,33.0,
tail_severity,random_3_of_4,planner_daily,116,compound,2.5805249999999997,13,mean,1605396.5936041053,0.35445554745872004,21.0,,35.0,
tail_severity,random_3_of_4,planner_daily,117,compound,2.585645,14,mean,1608694.0112371338,0.22967079614887345,23.8,,35.0,
tail_severity,random_3_of_4,planner_daily,118,compound,2.5,14,mean,1494495.1770988144,0.39804941142437905,27.2,,35.0,
tail_severity,random_3_of_4,planner_daily,119,compound,2.526313,13,mean,1587910.864286332,0.5252734369303623,29.4,,37.0,
tail_severity,random_3_of_4,planner_daily,120,compound,2.575405,12,mean,1383272.0809245196,0.07402409031472942,18.4,,22.0,
tail_severity,random_3_of_4,planner_daily,121,compound,2.585645,13,mean,1617712.538052886,0.39400217104737123,26.8,,35.0,
tail_severity,random_3_of_4,planner_daily,122,compound,2.6,14,mean,1231331.1489398312,0.2905633132080613,27.8,,29.0,
tail_severity,random_3_of_4,planner_daily,123,compound,2.526313,13,mean,1593273.5166874032,0.5319300612158427,30.6,,34.0,
tail_severity,random_3_of_4,planner_daily,124,compound,2.575405,13,mean,1602751.460112977,0.6117163897376812,29.2,,28.0,
tail_severity,random_3_of_4,planner_daily,125,compound,2.526313,13,mean,1565025.2966303418,0.5502369123308847,30.2,,34.6,
tail_severity,random_3_of_4,planner_daily,126,compound,2.5,15,mean,1398885.6282271422,0.0,22.0,,0.0,
tail_severity,random_3_of_4,planner_daily,127,compound,2.585645,13,mean,1097597.2850434966,0.20779019391074885,16.4,,61.6,
tail_severity,random_3_of_4,planner_daily,128,compound,2.5805249999999997,13,mean,1363225.8903943598,0.27237486033095243,23.8,,30.0,
tail_severity,random_3_of_4,planner_daily,129,compound,2.814935,13,mean,1558291.1222157858,0.3495063630761786,24.6,,30.0,
tail_severity,random_3_of_4,planner_daily,130,compound,2.5,15,mean,1431339.0756425231,0.5100646813773752,27.0,,32.0,
tail_severity,random_3_of_4,planner_daily,131,compound,2.6,14,mean,1416079.2261284948,0.37280311856557685,28.0,,33.0,
tail_severity,random_3_of_4,planner_daily,132,compound,2.814935,13,mean,1457114.9556645718,0.2489563362273303,27.2,,30.0,
tail_severity,random_3_of_4,planner_daily,133,compound,2.5,14,mean,1208575.6110923912,0.15958177401884002,24.6,,30.0,
tail_severity,random_3_of_4,planner_daily,134,compound,2.5805249999999997,13,mean,1513124.7061546792,0.5127039162332052,29.6,,32.0,
tail_severity,random_3_of_4,planner_daily,135,compound,2.6,13,mean,1579438.1166760635,0.4470366894758476,26.0,,31.0,
tail_severity,random_3_of_4,planner_daily,136,compound,2.575405,14,mean,1659280.4083879301,0.5215073111479827,25.2,,33.0,
tail_severity,random_3_of_4,planner_daily,137,compound,2.814935,12,mean,1360864.6636526254,0.42254941029762155,31.0,,29.2,
tail_severity,random_3_of_4,planner_daily,138,compound,2.5805249999999997,14,mean,1491828.8115995831,0.0,20.0,,0.0,
tail_severity,random_3_of_4,planner_daily,139,compound,2.526313,14,mean,1519940.2115898973,0.49831117832283256,27.2,,34.4,
tail_severity,random_3_of_4,planner_daily,140,compound,2.575405,12,mean,1157920.1765664131,0.2671776058032195,17.4,,50.0,
tail_severity,random_3_of_4,planner_daily,141,compound,2.575405,12,mean,1433799.5712693902,0.4950260659375333,22.0,,30.0,
tail_severity,random_3_of_4,planner_daily,142,compound,2.575405,13,mean,1589186.8585914522,0.41586646012276474,27.6,,31.0,
tail_severity,random_3_of_4,planner_daily,143,compound,2.585645,14,mean,1341981.6206834945,0.0,22.0,,0.0,
tail_severity,random_3_of_4,planner_daily,144,compound,2.5805249999999997,14,mean,1381874.303874,0.5458604058830788,27.8,,31.0,
tail_severity,random_3_of_4,planner_daily,145,compound,2.526313,15,mean,1256621.5725750148,0.3857977030624149,25.0,,30.0,
tail_severity,random_3_of_4,planner_daily,146,compound,2.5805249999999997,13,mean,1553240.7757580571,0.39256448507094316,27.0,,30.0,
tail_severity,random_3_of_4,planner_daily,147,compound,2.814935,15,mean,1569639.5462787184,0.47821815800016754,27.6,,32.0,
tail_severity,random_3_of_4,planner_daily,148,compound,2.6,13,mean,1567160.4057526942,0.5028747607781944,25.0,,31.0,
tail_severity,random_3_of_4,planner_daily,149,compound,2.5,14,mean,1448664.6269131196,0.08239307746520098,23.2,,34.0,
tail_severity,random_3_of_4,planner_daily,150,compound,2.814935,12,mean,1412346.598664943,0.0,21.0,,0.0,
tail_severity,random_3_of_4,planner_daily,151,compound,2.6,13,mean,1636604.8436590135,0.0,22.0,,0.0,
tail_severity,random_3_of_4,planner_daily,152,compound,2.6,12,mean,1441270.8725476176,0.3998676973710669,27.6,,32.4,
tail_severity,random_3_of_4,planner_daily,153,compound,2.585645,13,mean,1605878.429602172,0.4898753341701513,31.0,,30.0,
tail_severity,random_3_of_4,planner_daily,154,compound,2.5805249999999997,14,mean,1482206.783912255,0.27538460512248636,23.6,,38.2,
tail_severity,random_3_of_4,planner_daily,155,compound,2.5,13,mean,1490554.407861197,0.3502049456353641,27.8,,28.0,
tail_severity,random_3_of_4,planner_daily,156,compound,2.6,13,mean,1446194.6715264434,0.225020125148475,30.0,,34.0,
tail_severity,random_3_of_4,planner_daily,157,compound,2.814935,13,mean,1456161.627294431,0.021252807062485023,21.0,,28.0,
tail_severity,random_3_of_4,planner_daily,158,compound,2.585645,13,mean,1301058.8589442482,0.5360441237974858,22.2,,28.8,
tail_severity,random_3_of_4,planner_daily,159,compound,2.5,14,mean,1247790.023674633,0.17550905344638887,25.0,,34.0,
tail_severity,random_3_of_4,planner_daily,160,compound,2.585645,15,mean,1628631.7899359898,0.39505591923421973,27.4,,34.0,
tail_severity,random_3_of_4,planner_daily,161,compound,2.5805249999999997,15,mean,1288870.341943086,0.39725227729046286,20.2,,32.6,
tail_severity,random_3_of_4,planner_daily,162,compound,2.585645,13,mean,1619089.6965858643,0.35371318382183015,27.0,,37.0,
tail_severity,random_3_of_4,planner_daily,163,compound,2.5805249999999997,14,mean,1335658.8361653232,0.3237593570787804,22.8,,35.4,
tail_severity,random_3_of_4,planner_daily,164,compound,2.5805249999999997,12,mean,1462449.8520394291,0.3224280571843785,20.2,,35.0,
tail_severity,random_3_of_4,planner_daily,165,compound,2.526313,14,mean,1211952.4739186922,0.4472628979085679,23.8,,30.4,
tail_severity,random_3_of_4,planner_daily,166,compound,2.814935,13,mean,1447243.3954203855,0.2606538870489558,28.0,,30.4,
tail_severity,random_3_of_4,planner_daily,167,compound,2.814935,13,mean,1508058.521299883,0.5377945424856603,31.2,,32.0,
tail_severity,random_3_of_4,planner_daily,168,compound,2.6,14,mean,1570739.9589679537,0.5279248769320184,26.4,,32.0,
tail_severity,random_3_of_4,planner_daily,169,compound,2.585645,15,mean,1449445.543846908,0.44132620706836645,26.0,,32.0,
tail_severity,random_3_of_4,planner_daily,170,compound,2.5805249999999997,13,mean,1371599.3998635982,0.3322353894941609,24.4,,31.0,
tail_severity,random_3_of_4,planner_daily,171,compound,2.585645,13,mean,1619045.457365261,0.38395980126888346,25.0,,31.0,
tail_severity,random_3_of_4,planner_daily,172,compound,2.5805249999999997,13,mean,1322919.3936998763,0.19584222716484645,24.0,,30.0,
tail_severity,random_3_of_4,planner_daily,173,compound,2.5805249999999997,14,mean,1468045.226224775,0.42316643970107054,28.0,,34.0,
tail_severity,random_3_of_4,planner_daily,174,compound,2.6,14,mean,1672706.497937745,0.42098738118030854,26.0,,38.0,
tail_severity,random_3_of_4,planner_daily,175,compound,2.585645,14,mean,1502213.3296495138,0.47607647387417107,26.0,,29.0,
tail_severity,random_3_of_4,planner_daily,176,compound,2.5805249999999997,14,mean,1516696.2879570643,0.6854693729176746,32.0,,30.4,
tail_severity,random_3_of_4,planner_daily,177,compound,2.526313,13,mean,1155575.6868475508,0.29175288282890843,17.2,,34.0,
tail_severity,random_3_of_4,planner_daily,178,compound,2.5,13,mean,1056504.5617934514,0.29579566358283504,16.6,,46.0,
tail_severity,random_3_of_4,planner_daily,179,compound,2.5,13,mean,1168832.7314515698,0.3412802682078123,18.2,,29.0,
tail_severity,random_3_of_4,planner_daily,180,compound,2.6,13,mean,1628222.7038979947,0.19591154109102454,25.0,,35.6,
tail_severity,random_3_of_4,planner_daily,181,compound,2.575405,13,mean,1451704.95554511,0.3321437144274679,25.4,,35.0,
tail_severity,random_3_of_4,planner_daily,182,compound,2.585645,13,mean,1633560.288609756,0.3576688808703782,25.0,,31.0,
tail_severity,random_3_of_4,planner_daily,183,compound,2.526313,14,mean,1583526.6922323105,0.511029975935924,28.0,,32.0,
tail_severity,random_3_of_4,planner_daily,184,compound,2.814935,12,mean,1462880.379830708,0.0,21.0,,0.0,
tail_severity,random_3_of_4,planner_daily,185,compound,2.6,15,mean,1408333.7207062822,0.7135720211199913,29.8,,32.0,
tail_severity,random_3_of_4,planner_daily,186,compound,2.5,12,mean,1525145.6853378199,0.47954107449603284,27.8,,29.6,
tail_severity,random_3_of_4,planner_daily,187,compound,2.526313,12,mean,1583686.7662050147,0.29120125726225665,22.6,,33.0,
tail_severity,random_3_of_4,planner_daily,188,compound,2.5805249999999997,13,mean,1495562.6663526953,0.5551216150181354,29.0,,32.4,
tail_severity,random_3_of_4,planner_daily,189,compound,2.6,14,mean,1596751.3810105873,0.5851643012220262,28.0,,32.0,
tail_severity,random_3_of_4,planner_daily,190,compound,2.585645,15,mean,1556203.434187004,0.21952663577900539,22.2,,36.0,
tail_severity,random_3_of_4,planner_daily,191,compound,2.6,13,mean,1446708.3807383995,0.5703802904075299,31.6,,30.6,
tail_severity,random_3_of_4,planner_daily,192,compound,2.6,14,mean,1402042.096814629,0.4776206624884452,27.0,,34.2,
tail_severity,random_3_of_4,planner_daily,193,compound,2.6,12,mean,1608891.003042326,0.4655068661055616,28.8,,31.0,
tail_severity,random_3_of_4,planner_daily,194,compound,2.814935,14,mean,1380113.1825902734,0.556010879205628,31.0,,32.2,
tail_severity,random_3_of_4,planner_daily,195,compound,2.585645,13,mean,1550513.5371325735,0.3971756278885185,27.6,,35.0,
tail_severity,random_3_of_4,planner_daily,196,compound,2.5805249999999997,15,mean,1477715.999793883,0.5483784512998655,32.8,,30.0,
tail_severity,random_3_of_4,planner_daily,197,compound,2.814935,13,mean,1584981.4344904202,0.5194211854294803,29.0,,30.0,
tail_severity,random_3_of_4,planner_daily,198,compound,2.575405,14,mean,1519292.4323099009,0.517498255703937,31.0,,35.0,
tail_severity,random_3_of_4,planner_daily,199,compound,2.585645,13,mean,1364756.0774264096,0.0,23.8,,0.0,
tail_severity,random_3_of_4,planner_daily,200,compound,2.585645,13,mean,1629615.702810401,0.40034742989490957,26.0,,31.0,
tail_severity,random_3_of_4,planner_daily,201,compound,2.5,13,mean,1096213.443250965,0.2998044857091046,15.0,,94.2,
tail_severity,random_3_of_4,planner_daily,202,compound,2.575405,13,mean,1608944.3709395428,0.6064824302203613,30.8,,33.0,
tail_severity,random_3_of_4,planner_daily,203,compound,2.526313,15,mean,1552719.7943651113,0.5962635841582117,31.2,,31.0,
tail_severity,random_3_of_4,planner_daily,204,compound,2.5805249999999997,13,mean,1537889.0041631837,0.30870899530702306,28.4,,31.0,
tail_severity,random_3_of_4,planner_daily,205,compound,2.5,12,mean,1483540.6986793682,0.20507127517578896,27.2,,29.0,
tail_severity,random_3_of_4,planner_daily,206,compound,2.526313,14,mean,1549959.4361268175,0.38095250892553484,25.0,,33.0,
tail_severity,random_3_of_4,planner_daily,207,compound,2.5805249999999997,13,mean,1300844.1639424104,0.36093585160460195,29.0,,29.6,
tail_severity,random_3_of_4,planner_daily,208,compound,2.814935,13,mean,1519897.6922865722,0.21016895488967385,21.8,,34.0,
tail_severity,random_3_of_4,planner_daily,209,compound,2.5805249999999997,14,mean,1210080.167319684,0.43486872778641333,30.6,,30.6,
tail_severity,random_3_of_4,planner_daily,210,compound,2.814935,13,mean,1602073.2738100386,0.42250305556081075,28.0,,35.0,
tail_severity,random_3_of_4,planner_daily,211,compound,2.5805249999999997,14,mean,1187551.5999235723,0.19463718167667793,17.6,,37.0,
tail_severity,random_3_of_4,planner_daily,212,compound,2.5805249999999997,12,mean,1049895.2234170993,0.20071294193369288,15.6,,60.2,
tail_severity,random_3_of_4,planner_daily,213,compound,2.526313,13,mean,1107552.1181010413,0.41986354702608464,18.8,,45.2,
tail_severity,random_3_of_4,planner_daily,214,compound,2.585645,13,mean,1631196.1521749173,0.4132616683180942,23.4,,33.0,
tail_severity,random_3_of_4,planner_daily,215,compound,2.6,13,mean,1240781.7405758596,0.2793631198044539,23.0,,34.0,
tail_severity,random_3_of_4,planner_daily,216,compound,2.5805249999999997,14,mean,1532722.3840241218,0.45095879037378517,25.0,,32.0,
tail_severity,random_3_of_4,planner_daily,217,compound,2.6,12,mean,1563096.682816245,0.34144916881045745,21.0,,35.0,
tail_severity,random_3_of_4,planner_daily,218,compound,2.5805249999999997,14,mean,1200423.283122832,0.5119617216355112,20.6,,29.0,
tail_severity,random_3_of_4,planner_daily,219,compound,2.5805249999999997,14,mean,1297882.9393912442,0.0,23.0,,0.0,
tail_severity,random_3_of_4,planner_daily,220,compound,2.585645,14,mean,1570354.4396332118,0.0,26.2,,0.0,
tail_severity,random_3_of_4,planner_daily,221,compound,2.5805249999999997,15,mean,1704121.3925229819,0.3037414465784445,23.0,,36.4,
tail_severity,random_3_of_4,planner_daily,222,compound,2.575405,13,mean,1008522.4767874095,0.31600852873005697,13.6,,110.0,
tail_severity,random_3_of_4,planner_daily,223,compound,2.585645,12,mean,1464792.99840859,0.446995959864754,29.6,,30.2,
tail_severity,random_3_of_4,planner_daily,224,compound,2.6,12,mean,1449592.1726455889,0.4421990770531476,26.8,,30.2,
tail_severity,random_3_of_4,planner_daily,225,compound,2.814935,14,mean,1549899.699361504,0.2568702691273811,23.0,,33.0,
tail_severity,random_3_of_4,planner_daily,226,compound,2.5805249999999997,12,mean,1612333.336490708,0.5438429270456969,27.0,,32.0,
tail_severity,random_3_of_4,planner_daily,227,compound,2.5805249999999997,14,mean,1569753.1713685577,0.36512925600926166,24.8,,32.0,
tail_severity,random_3_of_4,planner_daily,228,compound,2.5805249999999997,14,mean,1467652.4615967802,0.4516624444970715,26.2,,31.6,
tail_severity,random_3_of_4,planner_daily,229,compound,2.814935,14,mean,1605813.3214134988,0.44839171086218566,28.0,,33.2,
tail_severity,random_3_of_4,planner_daily,230,compound,2.5805249999999997,14,mean,1355246.2193697088,0.47195878568783395,29.0,,29.0,
tail_severity,random_3_of_4,planner_daily,231,compound,2.5805249999999997,14,mean,1454179.4557597272,0.20642502098250395,21.0,,33.0,
tail_severity,random_3_of_4,planner_daily,232,compound,2.6,13,mean,1524595.9881458299,0.4233167367227687,23.4,,33.0,
tail_severity,random_3_of_4,planner_daily,233,compound,2.526313,13,mean,1260703.3950350124,0.42809849340286626,19.6,,29.0,
tail_severity,random_3_of_4,planner_daily,234,compound,2.5805249999999997,13,mean,1292167.3037254317,0.0,21.0,,0.0,
tail_severity,random_3_of_4,planner_daily,235,compound,2.526313,14,mean,1590204.062364539,0.4609241643415859,28.0,,29.0,
tail_severity,random_3_of_4,planner_daily,236,compound,2.526313,14,mean,1547273.1951148512,0.6031420040335341,33.0,,30.0,
tail_severity,random_3_of_4,planner_daily,237,compound,2.585645,14,mean,1526646.2490541846,0.3944641068132662,25.6,,33.0,
tail_severity,random_3_of_4,planner_daily,238,compound,2.575405,14,mean,1260408.834862823,0.0,22.4,,0.0,
tail_severity,random_3_of_4,planner_daily,239,compound,2.6,13,mean,1490741.4773504336,0.27348871037559225,26.6,,31.0,
tail_severity,random_3_of_4,planner_daily,240,compound,2.575405,14,mean,1126632.8365309644,0.26778521827007495,18.6,,47.0,
tail_severity,random_3_of_4,planner_daily,241,compound,2.575405,12,mean,1277907.7862962254,0.2582502551633446,16.8,,63.0,
tail_severity,random_3_of_4,planner_daily,242,compound,2.5805249999999997,14,mean,1484106.2408355575,0.0,22.0,,0.0,
tail_severity,random_3_of_4,planner_daily,243,compound,2.6,15,mean,1633582.887915158,0.6160533566755334,31.6,,31.0,
tail_severity,random_3_of_4,planner_daily,244,compound,2.6,14,mean,1566317.319246336,0.5907476003764229,30.4,,30.6,
tail_severity,random_3_of_4,planner_daily,245,compound,2.5805249999999997,14,mean,1529401.2767222442,0.47325251106457955,27.6,,32.6,
tail_severity,random_3_of_4,planner_daily,246,compound,2.585645,14,mean,1633511.8176501787,0.4436516153811592,29.0,,31.0,
tail_severity,random_3_of_4,planner_daily,247,compound,2.5805249999999997,13,mean,1555502.062118498,0.20547071355427576,23.4,,31.0,
tail_severity,random_3_of_4,planner_daily,248,compound,2.526313,14,mean,1116705.5469334212,0.2781529915207638,16.8,,35.4,
tail_severity,random_3_of_4,planner_daily,249,compound,2.5805249999999997,14,mean,1375346.1779309092,0.36091177365705446,25.6,,33.4,
tail_severity,random_3_of_4,planner_daily,250,compound,2.6,13,mean,1530639.4347526561,0.2759571179536942,22.2,,34.0,
tail_severity,random_3_of_4,planner_daily,251,compound,2.5805249999999997,14,mean,1450059.0271770353,0.5903535747680005,24.2,,30.4,
tail_severity,random_3_of_4,planner_daily,252,compound,2.5805249999999997,12,mean,1260745.2761098691,0.33356927677650694,16.8,,63.8,
tail_severity,random_3_of_4,planner_daily,253,compound,2.5805249999999997,14,mean,1438852.5907775261,0.4347152591291433,24.2,,36.0,
tail_severity,random_3_of_4,planner_daily,254,compound,2.6,15,mean,1483467.1336928818,0.4312975799295658,25.2,,35.0,
tail_severity,random_3_of_4,planner_daily,255,compound,2.5805249999999997,13,mean,1688030.9545939309,0.0,20.8,,0.0,
tail_severity,random_3_of_4,planner_daily,256,compound,2.526313,14,mean,1088444.23398559,0.3864432739361155,18.2,,34.0,
tail_severity,random_3_of_4,planner_daily,257,compound,2.575405,12,mean,1030173.7355912861,0.28685495396827954,17.0,,30.0,
tail_severity,random_3_of_4,planner_daily,258,compound,2.575405,13,mean,1341520.8387245662,0.5038435616712961,32.4,,31.4,
tail_severity,random_3_of_4,planner_daily,259,compound,2.814935,14,mean,1440642.5901430808,0.29108757124835266,21.0,,36.0,
tail_severity,random_3_of_4,planner_daily,260,compound,2.5,13,mean,1446428.415953637,0.26926299912622675,27.0,,30.8,
tail_severity,random_3_of_4,planner_daily,261,compound,2.5805249999999997,12,mean,1197834.7495404072,0.32427842822855435,23.0,,29.8,
tail_severity,random_3_of_4,planner_daily,262,compound,2.526313,12,mean,1177548.3117742059,0.30867747687816544,13.8,,95.6,
tail_severity,random_3_of_4,planner_daily,263,compound,2.5,13,mean,1408882.9165857302,0.3533152687265897,22.2,,34.6,
tail_severity,random_3_of_4,planner_daily,264,compound,2.575405,12,mean,1588480.8716122217,0.0,22.0,,0.0,
tail_severity,random_3_of_4,planner_daily,265,compound,2.526313,13,mean,1563455.7673590053,0.4439620369059785,26.2,,31.0,
tail_severity,random_3_of_4,planner_daily,266,compound,2.5805249999999997,13,mean,1508929.4106139545,0.18899877365048004,22.2,,34.0,
tail_severity,random_3_of_4,planner_daily,267,compound,2.526313,13,mean,1504077.1842717726,0.18329731549347664,22.4,,34.0,
tail_severity,random_3_of_4,planner_daily,268,compound,2.814935,13,mean,1461502.377015905,0.39274270953037665,26.0,,31.0,
tail_severity,random_3_of_4,planner_daily,269,compound,2.5,13,mean,1465021.6551051976,0.3738056254235146,22.0,,33.0,
tail_severity,random_3_of_4,planner_daily,270,compound,2.814935,13,mean,1622203.5430578876,0.34648509703167346,23.4,,34.6,
tail_severity,random_3_of_4,planner_daily,271,compound,2.526313,14,mean,1548239.9123318542,0.40309566861931756,29.0,,31.0,
tail_severity,random_3_of_4,planner_daily,272,compound,2.585645,13,mean,1368032.2670563369,0.0,21.2,,0.0,
tail_severity,random_3_of_4,planner_daily,273,compound,2.6,13,mean,1284637.3602095046,0.12885275314104425,23.4,,30.0,
tail_severity,random_3_of_4,planner_daily,274,compound,2.814935,14,mean,1513570.4818697774,0.5466370141218269,23.0,,30.0,
tail_severity,random_3_of_4,planner_daily,275,compound,2.585645,14,mean,1484106.8306290093,0.37250546521099553,23.0,,35.0,
tail_severity,random_3_of_4,planner_daily,276,compound,2.5,14,mean,1425094.7911395936,0.24134630818727798,23.0,,33.0,
tail_severity,random_3_of_4,planner_daily,277,compound,2.575405,13,mean,1213516.6484888152,0.4900012243505965,28.8,,32.0,
tail_severity,random_3_of_4,planner_daily,278,compound,2.6,12,mean,1485846.9013696234,0.2681215891783833,29.0,,30.0,
tail_severity,random_3_of_4,planner_daily,279,compound,2.5805249999999997,14,mean,1377311.4120007402,0.2279690480735373,27.0,,31.6,
tail_severity,random_3_of_4,planner_daily,280,compound,2.5805249999999997,14,mean,1224220.1934907364,0.3957381913919283,23.4,,29.0,
tail_severity,random_3_of_4,planner_daily,281,compound,2.5805249999999997,14,mean,1829491.2604241564,0.41617512834458237,25.8,,35.6,
tail_severity,random_3_of_4,planner_daily,282,compound,2.814935,14,mean,1660885.398870509,0.6345336486649583,30.0,,31.0,
tail_severity,random_3_of_4,planner_daily,283,compound,2.5,13,mean,1265357.3060540468,0.23252835880931552,24.0,,36.0,
tail_severity,random_3_of_4,planner_daily,284,compound,2.526313,14,mean,1618885.6569000955,0.5293252665529617,25.2,,32.0,
tail_severity,random_3_of_4,planner_daily,285,compound,2.526313,14,mean,1516644.3714879313,0.2149381068850229,23.4,,35.0,
tail_severity,random_3_of_4,planner_daily,286,compound,2.5805249999999997,13,mean,1178173.9360690445,0.4497217034399297,29.0,,29.4,
tail_severity,random_3_of_4,planner_daily,287,compound,2.5805249999999997,14,mean,1531360.0860124284,0.4341921280027572,28.0,,32.6,
tail_severity,random_3_of_4,planner_daily,288,compound,2.526313,15,mean,1515076.0863265528,0.40740229172554904,29.0,,31.0,
tail_severity,random_3_of_4,planner_daily,289,compound,2.575405,15,mean,1395851.401447686,0.5094707491881114,28.0,,34.0,
tail_severity,random_3_of_4,planner_daily,290,compound,2.5805249999999997,14,mean,1055783.9376716171,0.24998590982500946,16.8,,30.6,
